NOC,Sport,Adeptness
MLT,Badminton,
MLT,Baseball,
MLT,Baseball/Softball,
MLT,Basketball,
MLT,Basque Pelota,
MLT,Beach Volleyball,
MLT,Boxing,
MLT,Breaking,
MLT,Canoe Slalom,
MLT,Canoe Sprint,
MLT,Canoeing,
MLT,Cricket,
MLT,Croquet,
MLT,Cycling,
MLT,Cycling BMX Freestyle,
MLT,Cycling BMX Racing,
MLT,Cycling Mountain Bike,
MLT,Cycling Road,
MLT,Cycling Track,
MLT,Diving,
MLT,Equestrian,
MLT,Equestrianism,
MLT,Fencing,
MLT,Figure Skating,
MLT,Football,
MLT,Golf,
MLT,Gymnastics,
MLT,Handball,
MLT,Hockey,
MLT,Ice Hockey,
MLT,Jeu De Paume,
MLT,Judo,
MLT,Karate,
MLT,Lacrosse,
MLT,Marathon Swimming,
MLT,Modern Pentathlon,
MLT,Motorboating,
MLT,Polo,
MLT,Racquets,
MLT,Rhythmic Gymnastics,
MLT,Roque,
MLT,Rowing,
MLT,Rugby,
MLT,Rugby Sevens,
MLT,Sailing,
MLT,Shooting,
MLT,Skateboarding,
MLT,Softball,
MLT,Sport Climbing,
MLT,Surfing,
MLT,Swimming,
MLT,Synchronized Swimming,
MLT,Table Tennis,
MLT,Taekwondo,
MLT,Tennis,
MLT,Trampoline Gymnastics,
MLT,Trampolining,
MLT,Triathlon,
MLT,Tug-Of-War,
MLT,Volleyball,
MLT,Water Polo,
MLT,Weightlifting,
MLT,Wrestling,
CYP,Sailing,0.001530221882172915
CYP,3x3 Basketball,
CYP,Aeronautics,
CYP,Alpinism,
CYP,Archery,
CYP,Art Competitions,
CYP,Artistic Gymnastics,
CYP,Artistic Swimming,
CYP,Athletics,
CYP,Badminton,
CYP,Baseball,
CYP,Baseball/Softball,
CYP,Basketball,
CYP,Basque Pelota,
CYP,Beach Volleyball,
CYP,Boxing,
CYP,Breaking,
CYP,Canoe Slalom,
CYP,Canoe Sprint,
CYP,Canoeing,
CYP,Cricket,
CYP,Croquet,
CYP,Cycling,
CYP,Cycling BMX Freestyle,
CYP,Cycling BMX Racing,
CYP,Cycling Mountain Bike,
CYP,Cycling Road,
CYP,Cycling Track,
CYP,Diving,
CYP,Equestrian,
CYP,Equestrianism,
CYP,Fencing,
CYP,Figure Skating,
CYP,Football,
CYP,Golf,
CYP,Gymnastics,
CYP,Handball,
CYP,Hockey,
CYP,Ice Hockey,
CYP,Jeu De Paume,
CYP,Judo,
CYP,Karate,
CYP,Lacrosse,
CYP,Marathon Swimming,
CYP,Modern Pentathlon,
CYP,Motorboating,
CYP,Polo,
CYP,Racquets,
CYP,Rhythmic Gymnastics,
CYP,Roque,
CYP,Rowing,
CYP,Rugby,
CYP,Rugby Sevens,
CYP,Shooting,
CYP,Skateboarding,
CYP,Softball,
CYP,Sport Climbing,
CYP,Surfing,
CYP,Swimming,
CYP,Synchronized Swimming,
CYP,Table Tennis,
CYP,Taekwondo,
CYP,Tennis,
CYP,Trampoline Gymnastics,
CYP,Trampolining,
CYP,Triathlon,
CYP,Tug-Of-War,
CYP,Volleyball,
CYP,Water Polo,
CYP,Weightlifting,
CYP,Wrestling,
GUI,3x3 Basketball,
GUI,Aeronautics,
GUI,Alpinism,
GUI,Archery,
GUI,Art Competitions,
GUI,Artistic Gymnastics,
GUI,Artistic Swimming,
GUI,Athletics,
GUI,Badminton,
GUI,Baseball,
GUI,Baseball/Softball,
GUI,Basketball,
GUI,Basque Pelota,
GUI,Beach Volleyball,
GUI,Boxing,
GUI,Breaking,
GUI,Canoe Slalom,
GUI,Canoe Sprint,
GUI,Canoeing,
GUI,Cricket,
GUI,Croquet,
GUI,Cycling,
GUI,Cycling BMX Freestyle,
GUI,Cycling BMX Racing,
GUI,Cycling Mountain Bike,
GUI,Cycling Road,
GUI,Cycling Track,
GUI,Diving,
GUI,Equestrian,
GUI,Equestrianism,
GUI,Fencing,
GUI,Figure Skating,
GUI,Football,
GUI,Golf,
GUI,Gymnastics,
GUI,Handball,
GUI,Hockey,
GUI,Ice Hockey,
GUI,Jeu De Paume,
GUI,Judo,
GUI,Karate,
GUI,Lacrosse,
GUI,Marathon Swimming,
GUI,Modern Pentathlon,
GUI,Motorboating,
GUI,Polo,
GUI,Racquets,
GUI,Rhythmic Gymnastics,
GUI,Roque,
GUI,Rowing,
GUI,Rugby,
GUI,Rugby Sevens,
GUI,Sailing,
GUI,Shooting,
GUI,Skateboarding,
GUI,Softball,
GUI,Sport Climbing,
GUI,Surfing,
GUI,Swimming,
GUI,Synchronized Swimming,
GUI,Table Tennis,
GUI,Taekwondo,
GUI,Tennis,
GUI,Trampoline Gymnastics,
GUI,Trampolining,
GUI,Triathlon,
GUI,Tug-Of-War,
GUI,Volleyball,
GUI,Water Polo,
GUI,Weightlifting,
GUI,Wrestling,
BIZ,3x3 Basketball,
BIZ,Aeronautics,
BIZ,Alpinism,
BIZ,Archery,
BIZ,Art Competitions,
BIZ,Artistic Gymnastics,
BIZ,Artistic Swimming,
BIZ,Athletics,
BIZ,Badminton,
BIZ,Baseball,
BIZ,Baseball/Softball,
BIZ,Basketball,
BIZ,Basque Pelota,
BIZ,Beach Volleyball,
BIZ,Boxing,
BIZ,Breaking,
BIZ,Canoe Slalom,
BIZ,Canoe Sprint,
BIZ,Canoeing,
BIZ,Cricket,
BIZ,Croquet,
BIZ,Cycling,
BIZ,Cycling BMX Freestyle,
BIZ,Cycling BMX Racing,
BIZ,Cycling Mountain Bike,
BIZ,Cycling Road,
BIZ,Cycling Track,
BIZ,Diving,
BIZ,Equestrian,
BIZ,Equestrianism,
BIZ,Fencing,
BIZ,Figure Skating,
BIZ,Football,
BIZ,Golf,
BIZ,Gymnastics,
BIZ,Handball,
BIZ,Hockey,
BIZ,Ice Hockey,
BIZ,Jeu De Paume,
BIZ,Judo,
BIZ,Karate,
BIZ,Lacrosse,
BIZ,Marathon Swimming,
BIZ,Modern Pentathlon,
BIZ,Motorboating,
BIZ,Polo,
BIZ,Racquets,
BIZ,Rhythmic Gymnastics,
BIZ,Roque,
BIZ,Rowing,
BIZ,Rugby,
BIZ,Rugby Sevens,
BIZ,Sailing,
BIZ,Shooting,
BIZ,Skateboarding,
BIZ,Softball,
BIZ,Sport Climbing,
BIZ,Surfing,
BIZ,Swimming,
BIZ,Synchronized Swimming,
BIZ,Table Tennis,
BIZ,Taekwondo,
BIZ,Tennis,
BIZ,Trampoline Gymnastics,
BIZ,Trampolining,
BIZ,Triathlon,
BIZ,Tug-Of-War,
BIZ,Volleyball,
BIZ,Water Polo,
BIZ,Weightlifting,
BIZ,Wrestling,
YMD,3x3 Basketball,
YMD,Aeronautics,
YMD,Alpinism,
YMD,Archery,
YMD,Art Competitions,
YMD,Artistic Gymnastics,
YMD,Artistic Swimming,
YMD,Athletics,
YMD,Badminton,
YMD,Baseball,
YMD,Baseball/Softball,
YMD,Basketball,
YMD,Basque Pelota,
YMD,Beach Volleyball,
YMD,Boxing,
YMD,Breaking,
YMD,Canoe Slalom,
YMD,Canoe Sprint,
YMD,Canoeing,
YMD,Cricket,
YMD,Croquet,
YMD,Cycling,
YMD,Cycling BMX Freestyle,
YMD,Cycling BMX Racing,
YMD,Cycling Mountain Bike,
YMD,Cycling Road,
YMD,Cycling Track,
YMD,Diving,
YMD,Equestrian,
YMD,Equestrianism,
YMD,Fencing,
YMD,Figure Skating,
YMD,Football,
YMD,Golf,
YMD,Gymnastics,
YMD,Handball,
YMD,Hockey,
YMD,Ice Hockey,
YMD,Jeu De Paume,
YMD,Judo,
YMD,Karate,
YMD,Lacrosse,
YMD,Marathon Swimming,
YMD,Modern Pentathlon,
YMD,Motorboating,
YMD,Polo,
YMD,Racquets,
YMD,Rhythmic Gymnastics,
YMD,Roque,
YMD,Rowing,
YMD,Rugby,
YMD,Rugby Sevens,
YMD,Sailing,
YMD,Shooting,
YMD,Skateboarding,
YMD,Softball,
YMD,Sport Climbing,
YMD,Surfing,
YMD,Swimming,
YMD,Synchronized Swimming,
YMD,Table Tennis,
YMD,Taekwondo,
YMD,Tennis,
YMD,Trampoline Gymnastics,
YMD,Trampolining,
YMD,Triathlon,
YMD,Tug-Of-War,
YMD,Volleyball,
YMD,Water Polo,
YMD,Weightlifting,
YMD,Wrestling,
THA,Taekwondo,0.03365384615384615
THA,Weightlifting,0.019498607242339833
THA,Boxing,0.015267175572519083
THA,Badminton,0.004629629629629629
THA,3x3 Basketball,
THA,Aeronautics,
THA,Alpinism,
THA,Archery,
THA,Art Competitions,
THA,Artistic Gymnastics,
THA,Artistic Swimming,
THA,Athletics,
THA,Baseball,
THA,Baseball/Softball,
THA,Basketball,
THA,Basque Pelota,
THA,Beach Volleyball,
THA,Breaking,
THA,Canoe Slalom,
THA,Canoe Sprint,
THA,Canoeing,
THA,Cricket,
THA,Croquet,
THA,Cycling,
THA,Cycling BMX Freestyle,
THA,Cycling BMX Racing,
THA,Cycling Mountain Bike,
THA,Cycling Road,
THA,Cycling Track,
THA,Diving,
THA,Equestrian,
THA,Equestrianism,
THA,Fencing,
THA,Figure Skating,
THA,Football,
THA,Golf,
THA,Gymnastics,
THA,Handball,
THA,Hockey,
THA,Ice Hockey,
THA,Jeu De Paume,
THA,Judo,
THA,Karate,
THA,Lacrosse,
THA,Marathon Swimming,
THA,Modern Pentathlon,
THA,Motorboating,
THA,Polo,
THA,Racquets,
THA,Rhythmic Gymnastics,
THA,Roque,
THA,Rowing,
THA,Rugby,
THA,Rugby Sevens,
THA,Sailing,
THA,Shooting,
THA,Skateboarding,
THA,Softball,
THA,Sport Climbing,
THA,Surfing,
THA,Swimming,
THA,Synchronized Swimming,
THA,Table Tennis,
THA,Tennis,
THA,Trampoline Gymnastics,
THA,Trampolining,
THA,Triathlon,
THA,Tug-Of-War,
THA,Volleyball,
THA,Water Polo,
THA,Wrestling,
BER,Triathlon,0.017543859649122806
BER,Boxing,0.0009541984732824427
BER,3x3 Basketball,
BER,Aeronautics,
BER,Alpinism,
BER,Archery,
BER,Art Competitions,
BER,Artistic Gymnastics,
BER,Artistic Swimming,
BER,Athletics,
BER,Badminton,
BER,Baseball,
BER,Baseball/Softball,
BER,Basketball,
BER,Basque Pelota,
BER,Beach Volleyball,
BER,Breaking,
BER,Canoe Slalom,
BER,Canoe Sprint,
BER,Canoeing,
BER,Cricket,
BER,Croquet,
BER,Cycling,
BER,Cycling BMX Freestyle,
BER,Cycling BMX Racing,
BER,Cycling Mountain Bike,
BER,Cycling Road,
BER,Cycling Track,
BER,Diving,
BER,Equestrian,
BER,Equestrianism,
BER,Fencing,
BER,Figure Skating,
BER,Football,
BER,Golf,
BER,Gymnastics,
BER,Handball,
BER,Hockey,
BER,Ice Hockey,
BER,Jeu De Paume,
BER,Judo,
BER,Karate,
BER,Lacrosse,
BER,Marathon Swimming,
BER,Modern Pentathlon,
BER,Motorboating,
BER,Polo,
BER,Racquets,
BER,Rhythmic Gymnastics,
BER,Roque,
BER,Rowing,
BER,Rugby,
BER,Rugby Sevens,
BER,Sailing,
BER,Shooting,
BER,Skateboarding,
BER,Softball,
BER,Sport Climbing,
BER,Surfing,
BER,Swimming,
BER,Synchronized Swimming,
BER,Table Tennis,
BER,Taekwondo,
BER,Tennis,
BER,Trampoline Gymnastics,
BER,Trampolining,
BER,Tug-Of-War,
BER,Volleyball,
BER,Water Polo,
BER,Weightlifting,
BER,Wrestling,
ANZ,Rugby,0.09316770186335403
ANZ,Swimming,0.003170942634765062
ANZ,Tennis,0.002577319587628866
ANZ,Boxing,0.0009541984732824427
ANZ,Athletics,0.00022578460149017836
ANZ,3x3 Basketball,
ANZ,Aeronautics,
ANZ,Alpinism,
ANZ,Archery,
ANZ,Art Competitions,
ANZ,Artistic Gymnastics,
ANZ,Artistic Swimming,
ANZ,Badminton,
ANZ,Baseball,
ANZ,Baseball/Softball,
ANZ,Basketball,
ANZ,Basque Pelota,
ANZ,Beach Volleyball,
ANZ,Breaking,
ANZ,Canoe Slalom,
ANZ,Canoe Sprint,
ANZ,Canoeing,
ANZ,Cricket,
ANZ,Croquet,
ANZ,Cycling,
ANZ,Cycling BMX Freestyle,
ANZ,Cycling BMX Racing,
ANZ,Cycling Mountain Bike,
ANZ,Cycling Road,
ANZ,Cycling Track,
ANZ,Diving,
ANZ,Equestrian,
ANZ,Equestrianism,
ANZ,Fencing,
ANZ,Figure Skating,
ANZ,Football,
ANZ,Golf,
ANZ,Gymnastics,
ANZ,Handball,
ANZ,Hockey,
ANZ,Ice Hockey,
ANZ,Jeu De Paume,
ANZ,Judo,
ANZ,Karate,
ANZ,Lacrosse,
ANZ,Marathon Swimming,
ANZ,Modern Pentathlon,
ANZ,Motorboating,
ANZ,Polo,
ANZ,Racquets,
ANZ,Rhythmic Gymnastics,
ANZ,Roque,
ANZ,Rowing,
ANZ,Rugby Sevens,
ANZ,Sailing,
ANZ,Shooting,
ANZ,Skateboarding,
ANZ,Softball,
ANZ,Sport Climbing,
ANZ,Surfing,
ANZ,Synchronized Swimming,
ANZ,Table Tennis,
ANZ,Taekwondo,
ANZ,Trampoline Gymnastics,
ANZ,Trampolining,
ANZ,Triathlon,
ANZ,Tug-Of-War,
ANZ,Volleyball,
ANZ,Water Polo,
ANZ,Weightlifting,
ANZ,Wrestling,
SCG,Water Polo,0.020610057708161583
SCG,Volleyball,0.020554066130473638
SCG,Basketball,0.009819967266775777
SCG,Shooting,0.0030075187969924814
SCG,3x3 Basketball,
SCG,Aeronautics,
SCG,Alpinism,
SCG,Archery,
SCG,Art Competitions,
SCG,Artistic Gymnastics,
SCG,Artistic Swimming,
SCG,Athletics,
SCG,Badminton,
SCG,Baseball,
SCG,Baseball/Softball,
SCG,Basque Pelota,
SCG,Beach Volleyball,
SCG,Boxing,
SCG,Breaking,
SCG,Canoe Slalom,
SCG,Canoe Sprint,
SCG,Canoeing,
SCG,Cricket,
SCG,Croquet,
SCG,Cycling,
SCG,Cycling BMX Freestyle,
SCG,Cycling BMX Racing,
SCG,Cycling Mountain Bike,
SCG,Cycling Road,
SCG,Cycling Track,
SCG,Diving,
SCG,Equestrian,
SCG,Equestrianism,
SCG,Fencing,
SCG,Figure Skating,
SCG,Football,
SCG,Golf,
SCG,Gymnastics,
SCG,Handball,
SCG,Hockey,
SCG,Ice Hockey,
SCG,Jeu De Paume,
SCG,Judo,
SCG,Karate,
SCG,Lacrosse,
SCG,Marathon Swimming,
SCG,Modern Pentathlon,
SCG,Motorboating,
SCG,Polo,
SCG,Racquets,
SCG,Rhythmic Gymnastics,
SCG,Roque,
SCG,Rowing,
SCG,Rugby,
SCG,Rugby Sevens,
SCG,Sailing,
SCG,Skateboarding,
SCG,Softball,
SCG,Sport Climbing,
SCG,Surfing,
SCG,Swimming,
SCG,Synchronized Swimming,
SCG,Table Tennis,
SCG,Taekwondo,
SCG,Tennis,
SCG,Trampoline Gymnastics,
SCG,Trampolining,
SCG,Triathlon,
SCG,Tug-Of-War,
SCG,Weightlifting,
SCG,Wrestling,
SLE,3x3 Basketball,
SLE,Aeronautics,
SLE,Alpinism,
SLE,Archery,
SLE,Art Competitions,
SLE,Artistic Gymnastics,
SLE,Artistic Swimming,
SLE,Athletics,
SLE,Badminton,
SLE,Baseball,
SLE,Baseball/Softball,
SLE,Basketball,
SLE,Basque Pelota,
SLE,Beach Volleyball,
SLE,Boxing,
SLE,Breaking,
SLE,Canoe Slalom,
SLE,Canoe Sprint,
SLE,Canoeing,
SLE,Cricket,
SLE,Croquet,
SLE,Cycling,
SLE,Cycling BMX Freestyle,
SLE,Cycling BMX Racing,
SLE,Cycling Mountain Bike,
SLE,Cycling Road,
SLE,Cycling Track,
SLE,Diving,
SLE,Equestrian,
SLE,Equestrianism,
SLE,Fencing,
SLE,Figure Skating,
SLE,Football,
SLE,Golf,
SLE,Gymnastics,
SLE,Handball,
SLE,Hockey,
SLE,Ice Hockey,
SLE,Jeu De Paume,
SLE,Judo,
SLE,Karate,
SLE,Lacrosse,
SLE,Marathon Swimming,
SLE,Modern Pentathlon,
SLE,Motorboating,
SLE,Polo,
SLE,Racquets,
SLE,Rhythmic Gymnastics,
SLE,Roque,
SLE,Rowing,
SLE,Rugby,
SLE,Rugby Sevens,
SLE,Sailing,
SLE,Shooting,
SLE,Skateboarding,
SLE,Softball,
SLE,Sport Climbing,
SLE,Surfing,
SLE,Swimming,
SLE,Synchronized Swimming,
SLE,Table Tennis,
SLE,Taekwondo,
SLE,Tennis,
SLE,Trampoline Gymnastics,
SLE,Trampolining,
SLE,Triathlon,
SLE,Tug-Of-War,
SLE,Volleyball,
SLE,Water Polo,
SLE,Weightlifting,
SLE,Wrestling,
PNG,3x3 Basketball,
PNG,Aeronautics,
PNG,Alpinism,
PNG,Archery,
PNG,Art Competitions,
PNG,Artistic Gymnastics,
PNG,Artistic Swimming,
PNG,Athletics,
PNG,Badminton,
PNG,Baseball,
PNG,Baseball/Softball,
PNG,Basketball,
PNG,Basque Pelota,
PNG,Beach Volleyball,
PNG,Boxing,
PNG,Breaking,
PNG,Canoe Slalom,
PNG,Canoe Sprint,
PNG,Canoeing,
PNG,Cricket,
PNG,Croquet,
PNG,Cycling,
PNG,Cycling BMX Freestyle,
PNG,Cycling BMX Racing,
PNG,Cycling Mountain Bike,
PNG,Cycling Road,
PNG,Cycling Track,
PNG,Diving,
PNG,Equestrian,
PNG,Equestrianism,
PNG,Fencing,
PNG,Figure Skating,
PNG,Football,
PNG,Golf,
PNG,Gymnastics,
PNG,Handball,
PNG,Hockey,
PNG,Ice Hockey,
PNG,Jeu De Paume,
PNG,Judo,
PNG,Karate,
PNG,Lacrosse,
PNG,Marathon Swimming,
PNG,Modern Pentathlon,
PNG,Motorboating,
PNG,Polo,
PNG,Racquets,
PNG,Rhythmic Gymnastics,
PNG,Roque,
PNG,Rowing,
PNG,Rugby,
PNG,Rugby Sevens,
PNG,Sailing,
PNG,Shooting,
PNG,Skateboarding,
PNG,Softball,
PNG,Sport Climbing,
PNG,Surfing,
PNG,Swimming,
PNG,Synchronized Swimming,
PNG,Table Tennis,
PNG,Taekwondo,
PNG,Tennis,
PNG,Trampoline Gymnastics,
PNG,Trampolining,
PNG,Triathlon,
PNG,Tug-Of-War,
PNG,Volleyball,
PNG,Water Polo,
PNG,Weightlifting,
PNG,Wrestling,
YEM,3x3 Basketball,
YEM,Aeronautics,
YEM,Alpinism,
YEM,Archery,
YEM,Art Competitions,
YEM,Artistic Gymnastics,
YEM,Artistic Swimming,
YEM,Athletics,
YEM,Badminton,
YEM,Baseball,
YEM,Baseball/Softball,
YEM,Basketball,
YEM,Basque Pelota,
YEM,Beach Volleyball,
YEM,Boxing,
YEM,Breaking,
YEM,Canoe Slalom,
YEM,Canoe Sprint,
YEM,Canoeing,
YEM,Cricket,
YEM,Croquet,
YEM,Cycling,
YEM,Cycling BMX Freestyle,
YEM,Cycling BMX Racing,
YEM,Cycling Mountain Bike,
YEM,Cycling Road,
YEM,Cycling Track,
YEM,Diving,
YEM,Equestrian,
YEM,Equestrianism,
YEM,Fencing,
YEM,Figure Skating,
YEM,Football,
YEM,Golf,
YEM,Gymnastics,
YEM,Handball,
YEM,Hockey,
YEM,Ice Hockey,
YEM,Jeu De Paume,
YEM,Judo,
YEM,Karate,
YEM,Lacrosse,
YEM,Marathon Swimming,
YEM,Modern Pentathlon,
YEM,Motorboating,
YEM,Polo,
YEM,Racquets,
YEM,Rhythmic Gymnastics,
YEM,Roque,
YEM,Rowing,
YEM,Rugby,
YEM,Rugby Sevens,
YEM,Sailing,
YEM,Shooting,
YEM,Skateboarding,
YEM,Softball,
YEM,Sport Climbing,
YEM,Surfing,
YEM,Swimming,
YEM,Synchronized Swimming,
YEM,Table Tennis,
YEM,Taekwondo,
YEM,Tennis,
YEM,Trampoline Gymnastics,
YEM,Trampolining,
YEM,Triathlon,
YEM,Tug-Of-War,
YEM,Volleyball,
YEM,Water Polo,
YEM,Weightlifting,
YEM,Wrestling,
IOA,Shooting,0.0037593984962406013
IOA,3x3 Basketball,
IOA,Aeronautics,
IOA,Alpinism,
IOA,Archery,
IOA,Art Competitions,
IOA,Artistic Gymnastics,
IOA,Artistic Swimming,
IOA,Athletics,
IOA,Badminton,
IOA,Baseball,
IOA,Baseball/Softball,
IOA,Basketball,
IOA,Basque Pelota,
IOA,Beach Volleyball,
IOA,Boxing,
IOA,Breaking,
IOA,Canoe Slalom,
IOA,Canoe Sprint,
IOA,Canoeing,
IOA,Cricket,
IOA,Croquet,
IOA,Cycling,
IOA,Cycling BMX Freestyle,
IOA,Cycling BMX Racing,
IOA,Cycling Mountain Bike,
IOA,Cycling Road,
IOA,Cycling Track,
IOA,Diving,
IOA,Equestrian,
IOA,Equestrianism,
IOA,Fencing,
IOA,Figure Skating,
IOA,Football,
IOA,Golf,
IOA,Gymnastics,
IOA,Handball,
IOA,Hockey,
IOA,Ice Hockey,
IOA,Jeu De Paume,
IOA,Judo,
IOA,Karate,
IOA,Lacrosse,
IOA,Marathon Swimming,
IOA,Modern Pentathlon,
IOA,Motorboating,
IOA,Polo,
IOA,Racquets,
IOA,Rhythmic Gymnastics,
IOA,Roque,
IOA,Rowing,
IOA,Rugby,
IOA,Rugby Sevens,
IOA,Sailing,
IOA,Skateboarding,
IOA,Softball,
IOA,Sport Climbing,
IOA,Surfing,
IOA,Swimming,
IOA,Synchronized Swimming,
IOA,Table Tennis,
IOA,Taekwondo,
IOA,Tennis,
IOA,Trampoline Gymnastics,
IOA,Trampolining,
IOA,Triathlon,
IOA,Tug-Of-War,
IOA,Volleyball,
IOA,Water Polo,
IOA,Weightlifting,
IOA,Wrestling,
OMA,3x3 Basketball,
OMA,Aeronautics,
OMA,Alpinism,
OMA,Archery,
OMA,Art Competitions,
OMA,Artistic Gymnastics,
OMA,Artistic Swimming,
OMA,Athletics,
OMA,Badminton,
OMA,Baseball,
OMA,Baseball/Softball,
OMA,Basketball,
OMA,Basque Pelota,
OMA,Beach Volleyball,
OMA,Boxing,
OMA,Breaking,
OMA,Canoe Slalom,
OMA,Canoe Sprint,
OMA,Canoeing,
OMA,Cricket,
OMA,Croquet,
OMA,Cycling,
OMA,Cycling BMX Freestyle,
OMA,Cycling BMX Racing,
OMA,Cycling Mountain Bike,
OMA,Cycling Road,
OMA,Cycling Track,
OMA,Diving,
OMA,Equestrian,
OMA,Equestrianism,
OMA,Fencing,
OMA,Figure Skating,
OMA,Football,
OMA,Golf,
OMA,Gymnastics,
OMA,Handball,
OMA,Hockey,
OMA,Ice Hockey,
OMA,Jeu De Paume,
OMA,Judo,
OMA,Karate,
OMA,Lacrosse,
OMA,Marathon Swimming,
OMA,Modern Pentathlon,
OMA,Motorboating,
OMA,Polo,
OMA,Racquets,
OMA,Rhythmic Gymnastics,
OMA,Roque,
OMA,Rowing,
OMA,Rugby,
OMA,Rugby Sevens,
OMA,Sailing,
OMA,Shooting,
OMA,Skateboarding,
OMA,Softball,
OMA,Sport Climbing,
OMA,Surfing,
OMA,Swimming,
OMA,Synchronized Swimming,
OMA,Table Tennis,
OMA,Taekwondo,
OMA,Tennis,
OMA,Trampoline Gymnastics,
OMA,Trampolining,
OMA,Triathlon,
OMA,Tug-Of-War,
OMA,Volleyball,
OMA,Water Polo,
OMA,Weightlifting,
OMA,Wrestling,
FIJ,Rugby Sevens,0.23043478260869565
FIJ,3x3 Basketball,
FIJ,Aeronautics,
FIJ,Alpinism,
FIJ,Archery,
FIJ,Art Competitions,
FIJ,Artistic Gymnastics,
FIJ,Artistic Swimming,
FIJ,Athletics,
FIJ,Badminton,
FIJ,Baseball,
FIJ,Baseball/Softball,
FIJ,Basketball,
FIJ,Basque Pelota,
FIJ,Beach Volleyball,
FIJ,Boxing,
FIJ,Breaking,
FIJ,Canoe Slalom,
FIJ,Canoe Sprint,
FIJ,Canoeing,
FIJ,Cricket,
FIJ,Croquet,
FIJ,Cycling,
FIJ,Cycling BMX Freestyle,
FIJ,Cycling BMX Racing,
FIJ,Cycling Mountain Bike,
FIJ,Cycling Road,
FIJ,Cycling Track,
FIJ,Diving,
FIJ,Equestrian,
FIJ,Equestrianism,
FIJ,Fencing,
FIJ,Figure Skating,
FIJ,Football,
FIJ,Golf,
FIJ,Gymnastics,
FIJ,Handball,
FIJ,Hockey,
FIJ,Ice Hockey,
FIJ,Jeu De Paume,
FIJ,Judo,
FIJ,Karate,
FIJ,Lacrosse,
FIJ,Marathon Swimming,
FIJ,Modern Pentathlon,
FIJ,Motorboating,
FIJ,Polo,
FIJ,Racquets,
FIJ,Rhythmic Gymnastics,
FIJ,Roque,
FIJ,Rowing,
FIJ,Rugby,
FIJ,Sailing,
FIJ,Shooting,
FIJ,Skateboarding,
FIJ,Softball,
FIJ,Sport Climbing,
FIJ,Surfing,
FIJ,Swimming,
FIJ,Synchronized Swimming,
FIJ,Table Tennis,
FIJ,Taekwondo,
FIJ,Tennis,
FIJ,Trampoline Gymnastics,
FIJ,Trampolining,
FIJ,Triathlon,
FIJ,Tug-Of-War,
FIJ,Volleyball,
FIJ,Water Polo,
FIJ,Weightlifting,
FIJ,Wrestling,
VAN,3x3 Basketball,
VAN,Aeronautics,
VAN,Alpinism,
VAN,Archery,
VAN,Art Competitions,
VAN,Artistic Gymnastics,
VAN,Artistic Swimming,
VAN,Athletics,
VAN,Badminton,
VAN,Baseball,
VAN,Baseball/Softball,
VAN,Basketball,
VAN,Basque Pelota,
VAN,Beach Volleyball,
VAN,Boxing,
VAN,Breaking,
VAN,Canoe Slalom,
VAN,Canoe Sprint,
VAN,Canoeing,
VAN,Cricket,
VAN,Croquet,
VAN,Cycling,
VAN,Cycling BMX Freestyle,
VAN,Cycling BMX Racing,
VAN,Cycling Mountain Bike,
VAN,Cycling Road,
VAN,Cycling Track,
VAN,Diving,
VAN,Equestrian,
VAN,Equestrianism,
VAN,Fencing,
VAN,Figure Skating,
VAN,Football,
VAN,Golf,
VAN,Gymnastics,
VAN,Handball,
VAN,Hockey,
VAN,Ice Hockey,
VAN,Jeu De Paume,
VAN,Judo,
VAN,Karate,
VAN,Lacrosse,
VAN,Marathon Swimming,
VAN,Modern Pentathlon,
VAN,Motorboating,
VAN,Polo,
VAN,Racquets,
VAN,Rhythmic Gymnastics,
VAN,Roque,
VAN,Rowing,
VAN,Rugby,
VAN,Rugby Sevens,
VAN,Sailing,
VAN,Shooting,
VAN,Skateboarding,
VAN,Softball,
VAN,Sport Climbing,
VAN,Surfing,
VAN,Swimming,
VAN,Synchronized Swimming,
VAN,Table Tennis,
VAN,Taekwondo,
VAN,Tennis,
VAN,Trampoline Gymnastics,
VAN,Trampolining,
VAN,Triathlon,
VAN,Tug-Of-War,
VAN,Volleyball,
VAN,Water Polo,
VAN,Weightlifting,
VAN,Wrestling,
MDA,Canoe Sprint,0.015625
MDA,Weightlifting,0.002785515320334262
MDA,Judo,0.002652519893899204
MDA,Boxing,0.0019083969465648854
MDA,Canoeing,0.0017167381974248926
MDA,Wrestling,0.001388888888888889
MDA,Shooting,0.0007518796992481203
MDA,3x3 Basketball,
MDA,Aeronautics,
MDA,Alpinism,
MDA,Archery,
MDA,Art Competitions,
MDA,Artistic Gymnastics,
MDA,Artistic Swimming,
MDA,Athletics,
MDA,Badminton,
MDA,Baseball,
MDA,Baseball/Softball,
MDA,Basketball,
MDA,Basque Pelota,
MDA,Beach Volleyball,
MDA,Breaking,
MDA,Canoe Slalom,
MDA,Cricket,
MDA,Croquet,
MDA,Cycling,
MDA,Cycling BMX Freestyle,
MDA,Cycling BMX Racing,
MDA,Cycling Mountain Bike,
MDA,Cycling Road,
MDA,Cycling Track,
MDA,Diving,
MDA,Equestrian,
MDA,Equestrianism,
MDA,Fencing,
MDA,Figure Skating,
MDA,Football,
MDA,Golf,
MDA,Gymnastics,
MDA,Handball,
MDA,Hockey,
